Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MAP3K5		1	1	112	0.9%	No
RNF139		1	1	112	0.9%	No
OLFML3		1	1	112	0.9%	No
TAF7		1	1	112	0.9%	No
RBM19		1	1	112	0.9%	No
CA5B		1	1	112	0.9%	No
EMSY		1	1	112	0.9%	Yes
SGSM2		2	2	112	1.8%	No
RNF24		1	1	112	0.9%	No
ZNF479		2	2	112	1.8%	No
MET		1	1	112	0.9%	Yes
SPSB3		1	1	112	0.9%	No
TARBP2		1	1	112	0.9%	No
ZNF831		1	1	112	0.9%	No
ASF1A		1	1	112	0.9%	No
MOB4		1	1	112	0.9%	No
PBDC1		1	1	112	0.9%	No
SEC16A		1	1	112	0.9%	No
MRPL30		1	1	112	0.9%	No
TRMT1		1	1	112	0.9%	No
AMBRA1		3	3	112	2.7%	No
TALDO1		1	1	112	0.9%	No
POMGNT1		1	1	112	0.9%	No
SLITRK6		2	2	112	1.8%	No
MEPE		1	1	112	0.9%	No
OTUD7B		1	1	112	0.9%	No
ZNF407		1	1	112	0.9%	No
MELTF		1	1	112	0.9%	No
ZNF726		1	1	112	0.9%	No
PRKAR2A		1	1	112	0.9%	No
DCAF12		1	1	112	0.9%	No
UBAP1		1	1	112	0.9%	No
RGMA		1	1	112	0.9%	No
WDR93		1	1	112	0.9%	No
ANXA1		1	1	112	0.9%	No
PLCZ1		1	1	112	0.9%	No
G2E3		1	1	112	0.9%	No
SEC16B		1	1	112	0.9%	No
ZBTB40		2	2	112	1.8%	No
ANXA6		1	1	112	0.9%	No
ELMOD3		1	1	112	0.9%	No
POLR1B		1	1	112	0.9%	No
MFN2		1	1	112	0.9%	No
KBTBD6		1	1	112	0.9%	No
PRKCH		1	1	112	0.9%	No
XYLB		1	1	112	0.9%	No
OXSR1		1	1	112	0.9%	No
TMEM184B		1	1	112	0.9%	No
GIGYF1		1	1	112	0.9%	No
PRKD1		1	1	112	0.9%	Yes
OSCAR		1	1	112	0.9%	No
SEH1L		1	1	112	0.9%	No
MTO1		1	1	112	0.9%	No
LAMB4		2	2	112	1.8%	No
ANKMY1		1	1	112	0.9%	No
FAM20C	6.900e-2	1	1	112	0.9%	No
ZNF93		1	1	112	0.9%	No
MTERF4		1	1	112	0.9%	No
COA4		1	1	112	0.9%	No
ACSS3		1	1	112	0.9%	No
CEACAM19		1	1	112	0.9%	No
PCP2		1	1	112	0.9%	No
AOX1		1	1	112	0.9%	No
APAF1		1	1	112	0.9%	No
PRKCA		1	1	112	0.9%	No
APOF		1	1	112	0.9%	No
FAM193A		1	1	112	0.9%	No
PRKDC		1	1	112	0.9%	Yes
NIPBL		1	1	112	0.9%	No
MAPK7		2	1	112	0.9%	No
CDK13		2	2	112	1.8%	No
ZNF697		1	1	112	0.9%	No
HECTD1		1	1	112	0.9%	No
NBPF14		1	1	112	0.9%	No
GMIP		1	1	112	0.9%	No
APBA1		2	1	112	0.9%	No
NHP2		1	1	112	0.9%	No
FCRL1		1	1	112	0.9%	No
APBA2		1	1	112	0.9%	No
DTWD1		1	1	112	0.9%	No
APBB1		1	1	112	0.9%	No
LRRC42		1	1	112	0.9%	No
APC		3	3	112	2.7%	Yes
NLRP2		1	1	112	0.9%	No
TCTN1		1	1	112	0.9%	No
APCS		1	1	112	0.9%	No
AIRE		1	1	112	0.9%	No
APEH		1	1	112	0.9%	No
MAGEC1		2	2	112	1.8%	No
ZNF416		1	1	112	0.9%	No
ZNF628		1	1	112	0.9%	No
IL33		1	1	112	0.9%	No
GFPT2		1	1	112	0.9%	No
CADPS		1	1	112	0.9%	No
MVP		1	1	112	0.9%	No
TYRO3		1	1	112	0.9%	Yes
UNC5C		1	1	112	0.9%	No
DNAH17		4	3	112	2.7%	No
ZNF814		1	1	112	0.9%	No
LMOD1		1	1	112	0.9%	No
BIRC3		1	1	112	0.9%	Yes
GDAP1		1	1	112	0.9%	No
BCL6B		2	2	112	1.8%	No
FAM184A		2	2	112	1.8%	No
APLP2		1	1	112	0.9%	No
KIF15		1	1	112	0.9%	No
FAT4		2	2	112	1.8%	Yes
TOMM22		1	1	112	0.9%	No
CDC37L1		1	1	112	0.9%	No
CHPT1		1	1	112	0.9%	No
CCDC121		1	1	112	0.9%	No
APOB		7	5	112	4.5%	No
MAPK8		1	1	112	0.9%	No
ARMC7		1	1	112	0.9%	No
PRSS37		1	1	112	0.9%	No
TMEM53		1	1	112	0.9%	No
ADAMTS9		1	1	112	0.9%	No
ZNF268		1	1	112	0.9%	No
NR1H4		1	1	112	0.9%	No
ZRSR2P1		1	1	112	0.9%	No
NR1I3		1	1	112	0.9%	No
SPATA48		1	1	112	0.9%	No
ATXN3		2	2	112	1.8%	No
DCHS1		1	1	112	0.9%	No
TRPV3		1	1	112	0.9%	No
PTCH2		1	1	112	0.9%	No
NPIPB15		1	1	112	0.9%	No
OAF		1	1	112	0.9%	No
NBPF1		2	2	112	1.8%	No
NUDT8		1	1	112	0.9%	No
MED12		2	2	112	1.8%	Yes
OASL		2	2	112	1.8%	No
MED13		2	2	112	1.8%	No
TYRP1		1	1	112	0.9%	No
THRAP3		1	1	112	0.9%	No
LIMS2		1	1	112	0.9%	No
MAP3K10		1	1	112	0.9%	No
DOP1B		1	1	112	0.9%	No
SLC2A6		1	1	112	0.9%	No
MAP3K11		1	1	112	0.9%	No
PKHD1L1		1	1	112	0.9%	No
KMT2A		2	2	112	1.8%	Yes
MAP4K1		1	1	112	0.9%	No
ADAD1		1	1	112	0.9%	No
AFF1		2	2	112	1.8%	Yes
REC8		2	2	112	1.8%	No
STAB1		1	1	112	0.9%	No
EFR3A		1	1	112	0.9%	No
RTF1		1	1	112	0.9%	No
PCDHGC4		2	2	112	1.8%	No
SLC35D1		1	1	112	0.9%	No
PCDHGB7		2	2	112	1.8%	No
NUDT7		1	1	112	0.9%	No
APP		1	1	112	0.9%	No
GOLGA8J		1	1	112	0.9%	No
ZIC5		1	1	112	0.9%	No
GOLGA8T		1	1	112	0.9%	No
CCNB3		1	1	112	0.9%	Yes
MAPK8IP3		1	1	112	0.9%	No
SHROOM2		2	2	112	1.8%	No
UBC		1	1	112	0.9%	No
NISCH		2	1	112	0.9%	No
RIPPLY3		1	1	112	0.9%	No
UBA1		1	1	112	0.9%	No
ABCB11		2	2	112	1.8%	No
DGCR2		1	1	112	0.9%	No
CEP250		1	1	112	0.9%	No
PTBP3		1	1	112	0.9%	No
EIF3G		1	1	112	0.9%	No
ABCB8		2	2	112	1.8%	No
ABAT		1	1	112	0.9%	No
RGS16		1	1	112	0.9%	No
GMEB2		1	1	112	0.9%	No
TYW3		1	1	112	0.9%	No
CEP41		1	1	112	0.9%	No
RAB42		1	1	112	0.9%	No
DNAJC14		1	1	112	0.9%	No
ARAF		1	1	112	0.9%	Yes
LPIN1		1	1	112	0.9%	No
ANXA10		1	1	112	0.9%	No
FGFRL1		2	2	112	1.8%	No
UBR1		1	1	112	0.9%	No
ABCA3		1	1	112	0.9%	No
ABCB7		1	1	112	0.9%	No
NUP43		1	1	112	0.9%	No
ABCA4		1	1	112	0.9%	No
ABL1		1	1	112	0.9%	Yes
UBP1		1	1	112	0.9%	No
ABL2		2	2	112	1.8%	Yes
ABR		2	2	112	1.8%	No
ASB17		1	1	112	0.9%	No
NACAD		4	3	112	2.7%	No
ZZEF1		4	3	112	2.7%	No
B4GALNT4		1	1	112	0.9%	No
PSIP1		1	1	112	0.9%	Yes
WDHD1		1	1	112	0.9%	No
ACACA		1	1	112	0.9%	No
ADAMTS7		1	1	112	0.9%	No
CAMSAP1		2	2	112	1.8%	No
HCN1		1	1	112	0.9%	No
SLC35A2		1	1	112	0.9%	No
ADAMTS6		2	2	112	1.8%	No
DQX1		1	1	112	0.9%	No
TSPAN11		1	1	112	0.9%	No
GRAMD4		1	1	112	0.9%	No
NCDN		1	1	112	0.9%	No
BAZ2A		1	1	112	0.9%	No
ASIC1		1	1	112	0.9%	No
ZNF626		1	1	112	0.9%	No
OR11H1		1	1	112	0.9%	No
AMER1		2	2	112	1.8%	Yes
UGT2B15		1	1	112	0.9%	No
IL1RAPL1		1	1	112	0.9%	No
CAMTA2		1	1	112	0.9%	No
ARHGAP1		1	1	112	0.9%	No
RAD54B		1	1	112	0.9%	No
ARHGAP5		2	2	112	1.8%	No
ARHGAP6		2	2	112	1.8%	No
ARHGDIA		1	1	112	0.9%	No
ACAD11		1	1	112	0.9%	No
CEP295		2	2	112	1.8%	No
ATP10B		2	2	112	1.8%	No
TNKS1BP1		2	2	112	1.8%	No
OR51A7		1	1	112	0.9%	No
RAB3GAP2		2	2	112	1.8%	No
CPA4		1	1	112	0.9%	No
KAT7		1	1	112	0.9%	Yes
DUSP13		1	1	112	0.9%	No
UNK		1	1	112	0.9%	No
COL14A1		2	2	112	1.8%	No
NR1H2		1	1	112	0.9%	No
USP4		2	2	112	1.8%	No
CORO1A		1	1	112	0.9%	No
BRD2		1	1	112	0.9%	No
KDM6B		1	1	112	0.9%	No
EPB41L3		1	1	112	0.9%	No
ZNF324		1	1	112	0.9%	No
ATG2A		1	1	112	0.9%	No
CNTNAP4		1	1	112	0.9%	No
MPV17L		1	1	112	0.9%	No
RAD54L2		3	2	112	1.8%	No
ZFHX2		1	1	112	0.9%	No
UQCC4		1	1	112	0.9%	No
LDB3		2	2	112	1.8%	No
ACTB		2	2	112	1.8%	Yes
PPP1R42		1	1	112	0.9%	No
LHFPL3		1	1	112	0.9%	No
SLC26A5		1	1	112	0.9%	No
ZC3H6		1	1	112	0.9%	No
BTN2A1		1	1	112	0.9%	No
UQCRB		1	1	112	0.9%	No
PRPF40B		1	1	112	0.9%	No
DMKN		1	1	112	0.9%	No
CLASRP		1	1	112	0.9%	No
STARD7		1	1	112	0.9%	No
PTPRT		1	1	112	0.9%	Yes
ELOA2		1	1	112	0.9%	No
SMARCAD1		1	1	112	0.9%	No
SCIN		1	1	112	0.9%	No
CHRFAM7A		1	1	112	0.9%	No
ACTG1		1	1	112	0.9%	Yes
FAF1		1	1	112	0.9%	Yes
POLR3A		3	3	112	2.7%	No
KIF3A		2	2	112	1.8%	No
OTOR		1	1	112	0.9%	No
GGN		1	1	112	0.9%	No
USP1		1	1	112	0.9%	No
USH2A		7	7	112	6.3%	No
TNRC6B		2	2	112	1.8%	No
UROS		2	2	112	1.8%	No
CUL9		1	1	112	0.9%	No
NFASC		1	1	112	0.9%	No
USF1		2	2	112	1.8%	No
TOGARAM1		1	1	112	0.9%	No
SUN2		1	1	112	0.9%	No
GARIN2		1	1	112	0.9%	No
TAB2		1	1	112	0.9%	No
ZNF98		1	1	112	0.9%	No
PHF20		1	1	112	0.9%	No
CRIM1		1	1	112	0.9%	No
CCDC13		1	1	112	0.9%	No
ZNRF3		1	1	112	0.9%	Yes
ACTN4		1	1	112	0.9%	No
USP42		1	1	112	0.9%	No
CDC42EP1		1	1	112	0.9%	No
UTP15		1	1	112	0.9%	No
ZC3H12C		1	1	112	0.9%	No
PWP1		1	1	112	0.9%	No
SLC7A9		1	1	112	0.9%	No
ACTL6A		1	1	112	0.9%	No
LXN		1	1	112	0.9%	No
ACTN2		1	1	112	0.9%	No
USP10		1	1	112	0.9%	No
MTMR6		1	1	112	0.9%	No
SGSM1		1	1	112	0.9%	No
ZNF721		1	1	112	0.9%	No
HIBCH		1	1	112	0.9%	No
CBARP		1	1	112	0.9%	No
CMC4		1	1	112	0.9%	No
SACS		2	2	112	1.8%	No
KLC3		1	1	112	0.9%	No
TMEM247		3	3	112	2.7%	No
NPHP4		3	3	112	2.7%	No
MTMR4		1	1	112	0.9%	No
NUDCD1		2	2	112	1.8%	No
KIR2DL3		1	1	112	0.9%	No
CLDN17		1	1	112	0.9%	No
TENT5D		1	1	112	0.9%	No
PRPF38A		1	1	112	0.9%	No
KIF5C		3	3	112	2.7%	No
RORC		1	1	112	0.9%	No
PRPF3		1	1	112	0.9%	No
SMC3		1	1	112	0.9%	Yes
ROBO1		1	1	112	0.9%	Yes
ROCK1		2	2	112	1.8%	No
SLC16A5		1	1	112	0.9%	No
RORA		1	1	112	0.9%	No
PPP1R16A		1	1	112	0.9%	No
KIT		1	1	112	0.9%	Yes
STEAP2		1	1	112	0.9%	No
CEP19		1	1	112	0.9%	No
BMPER		1	1	112	0.9%	No
HID1		1	1	112	0.9%	No
FBXL14		2	2	112	1.8%	No
CCDC168		1	1	112	0.9%	No
KIR3DL1		1	1	112	0.9%	No
CCNB2		1	1	112	0.9%	No
ARHGEF1		2	2	112	1.8%	No
POC1B-GALNT4		1	1	112	0.9%	No
TOX2		1	1	112	0.9%	No
SCML4		1	1	112	0.9%	No
FBXO24		1	1	112	0.9%	No
TSPAN17		1	1	112	0.9%	No
SLC16A13		2	2	112	1.8%	No
SLC13A4		1	1	112	0.9%	No
EMID1		1	1	112	0.9%	No
ZBED9		1	1	112	0.9%	No
RHPN1		1	1	112	0.9%	No
MRS2		1	1	112	0.9%	No
LENG8		1	1	112	0.9%	No
IGKV1D-43		1	1	112	0.9%	No
TIAM2		1	1	112	0.9%	No
KPNA3		2	2	112	1.8%	No
VSTM1		1	1	112	0.9%	No
FBXL5		1	1	112	0.9%	No
FBXL6		2	2	112	1.8%	No
KLC1		1	1	112	0.9%	No
KIFC1		2	2	112	1.8%	No
SORCS1		2	2	112	1.8%	No
EXO1		1	1	112	0.9%	No
LIN54		1	1	112	0.9%	No
PCSK7		1	1	112	0.9%	Yes
OR2L2		2	2	112	1.8%	No
SHISA7		1	1	112	0.9%	No
KRT1		1	1	112	0.9%	No
KRT2		1	1	112	0.9%	No
LRRC45		1	1	112	0.9%	No
PARP9		1	1	112	0.9%	No
SKIDA1		1	1	112	0.9%	No
MYLK4		1	1	112	0.9%	No
EBAG9		1	1	112	0.9%	No
SPATA18		1	1	112	0.9%	No
KRT13		1	1	112	0.9%	No
OR1J4		1	1	112	0.9%	No
FUT2		1	1	112	0.9%	No
IGKV3D-20		1	1	112	0.9%	No
COLEC12		1	1	112	0.9%	No
TRAPPC9		2	2	112	1.8%	No
RCOR1		1	1	112	0.9%	No
PHLDB1		1	1	112	0.9%	No
OR2F1		1	1	112	0.9%	No
RPS6KL1		1	1	112	0.9%	No
KRT6B		1	1	112	0.9%	No
KRT7		1	1	112	0.9%	No
FUT6		1	1	112	0.9%	No
KRT8		1	1	112	0.9%	No
KRT9		1	1	112	0.9%	No
FGD5		1	1	112	0.9%	No
CDK11A		1	1	112	0.9%	No
SPATC1		1	1	112	0.9%	No
GSE1		1	1	112	0.9%	No
MYOM2		2	2	112	1.8%	No
MAGI3		1	1	112	0.9%	No
TUBB1		1	1	112	0.9%	No
GANAB		1	1	112	0.9%	No
FBXL7		1	1	112	0.9%	No
FYB1		2	2	112	1.8%	No
MDN1		3	3	112	2.7%	No
IGKV2D-26		2	1	112	0.9%	No
TPP1		2	2	112	1.8%	No
PSME4		1	1	112	0.9%	No
SGCZ		1	1	112	0.9%	No
TRAPPC8		1	1	112	0.9%	No
MTHFD1L		1	1	112	0.9%	No
FAM166B		1	1	112	0.9%	No
PRAMEF2		1	1	112	0.9%	No
SLC38A5		1	1	112	0.9%	No
KRT31		1	1	112	0.9%	No
AHCTF1		1	1	112	0.9%	No
IGSF10		3	3	112	2.7%	No
GABBR1		1	1	112	0.9%	No
ARHGEF2		1	1	112	0.9%	No
SEC31A		1	1	112	0.9%	Yes
SLC24A1		1	1	112	0.9%	No
BUB3		1	1	112	0.9%	No
SERPINA7		1	1	112	0.9%	No
NDFIP1		1	1	112	0.9%	No
MCTP1		1	1	112	0.9%	No
TBP		1	1	112	0.9%	No
CLTC		4	4	112	3.6%	Yes
ZFHX4		3	3	112	2.7%	No
PLEKHA5		1	1	112	0.9%	No
SPX		1	1	112	0.9%	No
SESTD1		1	1	112	0.9%	No
OTOP2		1	1	112	0.9%	No
MAVS		1	1	112	0.9%	No
TBCD		2	2	112	1.8%	No
YIF1A		1	1	112	0.9%	No
TBCC		1	1	112	0.9%	No
MMS22L		1	1	112	0.9%	No
POT1		1	1	112	0.9%	Yes
THUMPD3		1	1	112	0.9%	No
KRT86		1	1	112	0.9%	No
MORC2		1	1	112	0.9%	No
CCR1		1	1	112	0.9%	No
GABRB2		1	1	112	0.9%	No
ZHX2		1	1	112	0.9%	No
TSEN2		1	1	112	0.9%	No
FOXJ3		1	1	112	0.9%	No
GABRA6		1	1	112	0.9%	Yes
GPR158		2	2	112	1.8%	No
TBXAS1		1	1	112	0.9%	No
OR4D2		1	1	112	0.9%	No
DBX2		1	1	112	0.9%	No
TCEA2		1	1	112	0.9%	No
DGCR8		1	1	112	0.9%	No
KRT81		2	2	112	1.8%	No
TBX15		1	1	112	0.9%	No
KRT82		2	2	112	1.8%	No
KRT83		1	1	112	0.9%	No
CD109		1	1	112	0.9%	No
TBC1D21		2	2	112	1.8%	No
ADGRL1		1	1	112	0.9%	No
PHLDB2		1	1	112	0.9%	No
GAD1		1	1	112	0.9%	No
ANKRD26		1	1	112	0.9%	No
LMTK2		1	1	112	0.9%	No
NYNRIN		2	2	112	1.8%	No
EDDM3A		1	1	112	0.9%	No
PCDH19		5	4	112	3.6%	No
GABRG2		1	1	112	0.9%	No
GABRG1		2	2	112	1.8%	No
HECW2		2	2	112	1.8%	No
THEMIS		1	1	112	0.9%	No
RPTOR		1	1	112	0.9%	Yes
SMOX		1	1	112	0.9%	No
SRGAP1		3	3	112	2.7%	No
RANBP3L		1	1	112	0.9%	No
L1CAM		1	1	112	0.9%	No
ELOA		3	3	112	2.7%	No
ME3		1	1	112	0.9%	No
AFF3		1	1	112	0.9%	Yes
TBX3	3.680e-11	2	2	112	1.8%	Yes
RTL9		1	1	112	0.9%	No
CNKSR2		2	2	112	1.8%	No
ZNF805		1	1	112	0.9%	No
GALC		2	2	112	1.8%	No
GAK		1	1	112	0.9%	No
ATG14		1	1	112	0.9%	No
IQCA1		1	1	112	0.9%	No
GPR83		1	1	112	0.9%	No
MYH14		2	2	112	1.8%	No
TCF12		2	2	112	1.8%	Yes
ELAPOR1		2	2	112	1.8%	No
MAP2K7		1	1	112	0.9%	No
FAM117B		1	1	112	0.9%	No
ABCC2		1	1	112	0.9%	No
GAGE2C		1	1	112	0.9%	No
ZDHHC22		1	1	112	0.9%	No
MAPK10		1	1	112	0.9%	No
BPIFB1		1	1	112	0.9%	No
MAPK13		1	1	112	0.9%	No
MRPS30		2	2	112	1.8%	No
WDR35		1	1	112	0.9%	No
ZNF652		1	1	112	0.9%	No
HYLS1		1	1	112	0.9%	No
ZFP30		1	1	112	0.9%	No
ARHGAP36		1	1	112	0.9%	No
ACBD5		1	1	112	0.9%	No
GAMT		1	1	112	0.9%	No
WDR17		1	1	112	0.9%	No
CNGA3		1	1	112	0.9%	No
DISP3		1	1	112	0.9%	No
GALNT3		1	1	112	0.9%	No
CEP162		1	1	112	0.9%	No
HPSE		1	1	112	0.9%	No
TCOF1		1	1	112	0.9%	No
GALNT1		1	1	112	0.9%	No
GALNS		1	1	112	0.9%	No
LILRB1		1	1	112	0.9%	No
TCF20		3	3	112	2.7%	No
DNAJC3		1	1	112	0.9%	No
PRKX		1	1	112	0.9%	No
TCF21		1	1	112	0.9%	No
FRMPD1		1	1	112	0.9%	No
ZNF507		1	1	112	0.9%	No
TRBV20OR9-2		1	1	112	0.9%	No
NRROS		1	1	112	0.9%	No
RNF185		1	1	112	0.9%	No
CNTN1		1	1	112	0.9%	No
TAOK1		1	1	112	0.9%	No
INTS5		3	1	112	0.9%	No
CANT1		2	2	112	1.8%	Yes
BBS12		1	1	112	0.9%	No
DNHD1		1	1	112	0.9%	No
PROX1		1	1	112	0.9%	No
SEMA6A		1	1	112	0.9%	No
OR2AG1		1	1	112	0.9%	No
CNR2		1	1	112	0.9%	No
CNR1		1	1	112	0.9%	No
FLG2		2	2	112	1.8%	No
DNAH14		3	3	112	2.7%	No
LRRC7		1	1	112	0.9%	No
GAP43		1	1	112	0.9%	No
HRNR		4	4	112	3.6%	No
TCP10L3	4.430e-2	2	1	112	0.9%	No
TCP11		1	1	112	0.9%	No
CCDC57		2	2	112	1.8%	No
CMIP		1	1	112	0.9%	No
PROS1		1	1	112	0.9%	No
SLC22A7		1	1	112	0.9%	No
LGMN		1	1	112	0.9%	No
GLYCTK		1	1	112	0.9%	No
IFT80		1	1	112	0.9%	No
COL4A2		2	2	112	1.8%	No
COL4A1		2	2	112	1.8%	No
COL2A1		1	1	112	0.9%	Yes
ZNF319		1	1	112	0.9%	No
SMCO3		1	1	112	0.9%	No
SYT16		1	1	112	0.9%	No
COL1A2		2	2	112	1.8%	No
KLHL14		1	1	112	0.9%	No
SLC38A10		1	1	112	0.9%	No
AFDN		1	1	112	0.9%	Yes
PRPSAP1		1	1	112	0.9%	No
TRPM1		1	1	112	0.9%	No
PHLDA1		1	1	112	0.9%	No
ISX		1	1	112	0.9%	No
KCNH7		1	1	112	0.9%	No
CDON		1	1	112	0.9%	No
KLK7		1	1	112	0.9%	No
SHKBP1		1	1	112	0.9%	No
MMP11		1	1	112	0.9%	No
TMPRSS15		1	1	112	0.9%	No
HELB		1	1	112	0.9%	No
SNX18		1	1	112	0.9%	No
TRMT5		2	2	112	1.8%	No
MED12L		1	1	112	0.9%	No
DOCK6		1	1	112	0.9%	No
COL7A1		4	3	112	2.7%	No
COL6A3		1	1	112	0.9%	No
COL6A2		1	1	112	0.9%	No
PKDCC		1	1	112	0.9%	No
COL6A1		1	1	112	0.9%	No
COPG1		2	2	112	1.8%	No
COL5A2		1	1	112	0.9%	No
TUBGCP2		1	1	112	0.9%	No
UNC79		1	1	112	0.9%	No
FAM135A		1	1	112	0.9%	No
PDE10A		1	1	112	0.9%	No
PPP1R13L		3	2	112	1.8%	No
KIAA1217		3	3	112	2.7%	No
COL5A1		2	2	112	1.8%	No
SRCAP		1	1	112	0.9%	No
PCDH10		2	2	112	1.8%	No
COL4A5		1	1	112	0.9%	No
POLR1G		1	1	112	0.9%	No
DAB2IP		1	1	112	0.9%	No
PRSS3		1	1	112	0.9%	No
ALDH1L1		1	1	112	0.9%	No
FOXP3		1	1	112	0.9%	No
MMP8		2	2	112	1.8%	No
MMP9		1	1	112	0.9%	No
TBX22		1	1	112	0.9%	No
SHANK1		3	3	112	2.7%	No
BTBD10		1	1	112	0.9%	No
PSD		1	1	112	0.9%	No
PSEN2		1	1	112	0.9%	No
TRIM2		1	1	112	0.9%	No
RPGRIP1L		1	1	112	0.9%	No
MAN2B2		1	1	112	0.9%	No
NEDD4L		1	1	112	0.9%	No
MBTPS2		1	1	112	0.9%	No
GIPC3		1	1	112	0.9%	No
DNAH1		1	1	112	0.9%	No
UBR5		1	1	112	0.9%	Yes
AAR2		1	1	112	0.9%	No
MMP14		1	1	112	0.9%	No
ZDHHC16		1	1	112	0.9%	No
MMP15		1	1	112	0.9%	No
MMP16		2	2	112	1.8%	No
HDAC6		2	2	112	1.8%	No
TWF2		1	1	112	0.9%	No
HDAC5		3	3	112	2.7%	No
ATF7IP		1	1	112	0.9%	No
DHX57		1	1	112	0.9%	No
N4BP2		1	1	112	0.9%	No
SRSF12		1	1	112	0.9%	No
VPS39		1	1	112	0.9%	No
MOS		1	1	112	0.9%	No
TTC28		2	2	112	1.8%	No
CLASP1		1	1	112	0.9%	No
REXO2		1	1	112	0.9%	No
SZT2		1	1	112	0.9%	No
WDR7		1	1	112	0.9%	No
SYNM		1	1	112	0.9%	No
SNX7		2	2	112	1.8%	No
ATRAID		1	1	112	0.9%	No
VPS35		1	1	112	0.9%	No
ANGPT4		1	1	112	0.9%	No
BMAL1		1	1	112	0.9%	No
ZFP64		1	1	112	0.9%	No
DNAJC30		1	1	112	0.9%	No
ARRB1		1	1	112	0.9%	No
NOA1		1	1	112	0.9%	No
FKBP15		1	1	112	0.9%	No
SIN3B		1	1	112	0.9%	No
MPO		3	2	112	1.8%	No
MPP1		1	1	112	0.9%	No
MPP2		1	1	112	0.9%	No
ADGRA2		1	1	112	0.9%	Yes
TMEM87A		1	1	112	0.9%	No
AGAP3		3	3	112	2.7%	No
VIRMA		2	2	112	1.8%	No
AGAP1		2	2	112	1.8%	No
KIF13B		1	1	112	0.9%	No
ARSA		2	2	112	1.8%	No
STK38		1	1	112	0.9%	No
NLGN3		3	3	112	2.7%	No
VGLL3		1	1	112	0.9%	No
EDEM2		1	1	112	0.9%	No
CNDP2		1	1	112	0.9%	No
DNAH11		3	3	112	2.7%	No
PPCS		1	1	112	0.9%	No
B3GALT4		1	1	112	0.9%	No
DDX42		2	2	112	1.8%	No
CCAR1		3	3	112	2.7%	No
DNAJC13		1	1	112	0.9%	No
WDR83		1	1	112	0.9%	No
ABCC1		1	1	112	0.9%	No
PSMB6		2	2	112	1.8%	No
HARS1		1	1	112	0.9%	No
DMXL2		5	4	112	3.6%	No
SATB2		1	1	112	0.9%	No
U2AF2		1	1	112	0.9%	Yes
ARVCF		1	1	112	0.9%	No
COMMD10		1	1	112	0.9%	No
CDK5RAP2		1	1	112	0.9%	No
SH2B1		1	1	112	0.9%	No
ARAP2		1	1	112	0.9%	No
ABCC3		2	2	112	1.8%	No
AKT3		1	1	112	0.9%	Yes
PHB2		1	1	112	0.9%	No
NOL4		1	1	112	0.9%	No
RCOR3		1	1	112	0.9%	No
UGGT2		1	1	112	0.9%	No
LRRK1		1	1	112	0.9%	No
PHF6		1	1	112	0.9%	Yes
OR1I1		1	1	112	0.9%	No
UTRN		2	2	112	1.8%	No
OR5T1		1	1	112	0.9%	No
OR8K1		1	1	112	0.9%	No
WTIP		1	1	112	0.9%	No
SIN3A		1	1	112	0.9%	No
ADGRF2		1	1	112	0.9%	No
NARS2		1	1	112	0.9%	No
HBA1		1	1	112	0.9%	No
HAS3		1	1	112	0.9%	No
TBC1D17		1	1	112	0.9%	No
DEFB132		1	1	112	0.9%	No
URI1		1	1	112	0.9%	No
RBM27		1	1	112	0.9%	No
PSMB10		1	1	112	0.9%	No
EED		1	1	112	0.9%	Yes
TTLL7		1	1	112	0.9%	No
GBF1		2	2	112	1.8%	No
TNFSF14		1	1	112	0.9%	No
PNISR		1	1	112	0.9%	No
KANK2		1	1	112	0.9%	No
AKNA		1	1	112	0.9%	No
VCAM1		1	1	112	0.9%	No
OR5M1		1	1	112	0.9%	No
HCFC1		3	2	112	1.8%	No
LRRC25		1	1	112	0.9%	No
PRR23B		1	1	112	0.9%	No
ASNS		1	1	112	0.9%	No
COPE		1	1	112	0.9%	No
ECD		1	1	112	0.9%	No
ASPA		1	1	112	0.9%	No
EXOC2		1	1	112	0.9%	No
MBD5		1	1	112	0.9%	No
KDM6A		1	1	112	0.9%	Yes
PALB2		1	1	112	0.9%	Yes
MYH13		1	1	112	0.9%	No
ZNF839		1	1	112	0.9%	No
NEK8		2	2	112	1.8%	No
ARHGEF15		1	1	112	0.9%	No
ADAM15		1	1	112	0.9%	No
VDR		1	1	112	0.9%	No
ZNF365		1	1	112	0.9%	No
CALHM4		1	1	112	0.9%	No
HDAC1		2	2	112	1.8%	Yes
CSKMT		1	1	112	0.9%	No
HTT		1	1	112	0.9%	No
RPH3A		1	1	112	0.9%	No
ZDHHC5		1	1	112	0.9%	No
ZUP1		1	1	112	0.9%	No
HCRTR2		1	1	112	0.9%	No
CEP164		2	2	112	1.8%	No
ATL3		1	1	112	0.9%	No
DENND3		1	1	112	0.9%	No
RIN2		2	1	112	0.9%	No
CMTR2		1	1	112	0.9%	Yes
FGD6		2	2	112	1.8%	No
VCP		1	1	112	0.9%	No
VCL		1	1	112	0.9%	No
VDAC1		1	1	112	0.9%	No
ADAM18		1	1	112	0.9%	No
NCKAP1L		1	1	112	0.9%	No
NSL1		1	1	112	0.9%	No
UPF3A		1	1	112	0.9%	No
LEKR1		1	1	112	0.9%	No
RP1		2	2	112	1.8%	No
